age,education,gender,vision_impairment,stimulusName,rationale,stimulusOrder,designName,designCost,rank,designOrder,userKey,compTime,tunedCost,excluded
25-34,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,"The primary feature that I liked best was when the bars moved at the same time as the labels on the x-axis. Similarly, I liked it best when the bars first went into place, then adjusted the height. It helped me focus on the changes without being overwhelmed. The worst examples had the x-axis labels move after the bars moved, which I found to be confusing.",3,stage3-rank1,0.48871,5,2,ZQSxmFeVV4MMEHjQkdUQP2mxrR82,180462,1.24883,FALSE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,the first rank is best and fifth  rank is worst and the order of the rank animation.,0,stage1-rank1,1.01439,4,3,aAMc8mmmzzgqxyHWxDUFDHUtHT02,790206,0.39096,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,the first rank is best and fifth  rank is worst and the order of the rank animation.,0,stage2-rank1,0.74426,5,4,aAMc8mmmzzgqxyHWxDUFDHUtHT02,790206,0.92981,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,the first rank is best and fifth  rank is worst and the order of the rank animation.,0,stage2-rank2,1.11565,1,0,aAMc8mmmzzgqxyHWxDUFDHUtHT02,790206,1.25487,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,the first rank is best and fifth  rank is worst and the order of the rank animation.,0,stage2-rank3,1.64426,2,1,aAMc8mmmzzgqxyHWxDUFDHUtHT02,790206,1.52981,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,the first rank is best and fifth  rank is worst and the order of the rank animation.,0,stage3-rank1,0.87229,3,2,aAMc8mmmzzgqxyHWxDUFDHUtHT02,790206,1.29883,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,the rank animation is very nice and first and fifth rank is order to to animation.,1,stage1-rank1,0.36439,2,1,aAMc8mmmzzgqxyHWxDUFDHUtHT02,147704,0.04096,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,the rank animation is very nice and first and fifth rank is order to to animation.,1,stage2-rank1,0.22139,3,2,aAMc8mmmzzgqxyHWxDUFDHUtHT02,147704,0.47506,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,the rank animation is very nice and first and fifth rank is order to to animation.,1,stage2-rank2,1.39426,4,3,aAMc8mmmzzgqxyHWxDUFDHUtHT02,147704,1.57981,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,the rank animation is very nice and first and fifth rank is order to to animation.,1,stage2-rank3,2.46565,5,4,aAMc8mmmzzgqxyHWxDUFDHUtHT02,147704,2.90487,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 3,the rank animation is very nice and first and fifth rank is order to to animation.,1,stage3-rank1,0.48871,1,0,aAMc8mmmzzgqxyHWxDUFDHUtHT02,147704,1.24883,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,the order of the date and price is very nice.,2,stage1-rank1,0.11439,5,4,aAMc8mmmzzgqxyHWxDUFDHUtHT02,144096,0,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,the order of the date and price is very nice.,2,stage2-rank1,0,4,3,aAMc8mmmzzgqxyHWxDUFDHUtHT02,144096,0.15487,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,the order of the date and price is very nice.,2,stage2-rank2,0.41565,1,0,aAMc8mmmzzgqxyHWxDUFDHUtHT02,144096,0.85487,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,the order of the date and price is very nice.,2,stage2-rank3,0.91565,2,1,aAMc8mmmzzgqxyHWxDUFDHUtHT02,144096,1.35487,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,the order of the date and price is very nice.,2,stage3-rank1,0,3,2,aAMc8mmmzzgqxyHWxDUFDHUtHT02,144096,0.69883,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,the features of the best and worst animation is order in the chat.,3,stage1-rank1,0.11439,5,4,aAMc8mmmzzgqxyHWxDUFDHUtHT02,143591,0,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,the features of the best and worst animation is order in the chat.,3,stage2-rank1,0,1,0,aAMc8mmmzzgqxyHWxDUFDHUtHT02,143591,0.15487,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,the features of the best and worst animation is order in the chat.,3,stage2-rank2,0.41565,3,2,aAMc8mmmzzgqxyHWxDUFDHUtHT02,143591,0.85487,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,the features of the best and worst animation is order in the chat.,3,stage2-rank3,0.91565,2,1,aAMc8mmmzzgqxyHWxDUFDHUtHT02,143591,1.35487,TRUE
35-44,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,the features of the best and worst animation is order in the chat.,3,stage3-rank1,0.08484,4,3,aAMc8mmmzzgqxyHWxDUFDHUtHT02,143591,0.69883,TRUE
25-34,High school graduate (or equivalent),Others,no,Stimulus 4,The best option was very clear and easy to digest while the last one had dots and unnecessary animations.,0,stage1-rank1,1.01439,5,3,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,120772,0.39096,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 4,The best option was very clear and easy to digest while the last one had dots and unnecessary animations.,0,stage2-rank1,0.74426,2,4,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,120772,0.92981,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 4,The best option was very clear and easy to digest while the last one had dots and unnecessary animations.,0,stage2-rank2,1.11565,4,0,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,120772,1.25487,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 4,The best option was very clear and easy to digest while the last one had dots and unnecessary animations.,0,stage2-rank3,1.64426,1,2,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,120772,1.52981,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 4,The best option was very clear and easy to digest while the last one had dots and unnecessary animations.,0,stage3-rank1,0.87229,3,1,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,120772,1.29883,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 1,The first option was easy to follow and understand. The last option zoomed in too much to see the whole picture clearly.,1,stage1-rank1,0.11439,5,2,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,62722,0,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 1,The first option was easy to follow and understand. The last option zoomed in too much to see the whole picture clearly.,1,stage2-rank1,0,1,1,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,62722,0.15487,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 1,The first option was easy to follow and understand. The last option zoomed in too much to see the whole picture clearly.,1,stage2-rank2,0.41565,4,0,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,62722,0.85487,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 1,The first option was easy to follow and understand. The last option zoomed in too much to see the whole picture clearly.,1,stage2-rank3,0.91565,3,4,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,62722,1.35487,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 1,The first option was easy to follow and understand. The last option zoomed in too much to see the whole picture clearly.,1,stage3-rank1,0.08484,2,3,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,62722,0.69883,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 3,First option's animation was smooth and not backwards unlike the last option.,2,stage1-rank1,0.36439,2,3,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,30405,0.04096,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 3,First option's animation was smooth and not backwards unlike the last option.,2,stage2-rank1,0.22139,5,4,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,30405,0.47506,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 3,First option's animation was smooth and not backwards unlike the last option.,2,stage2-rank2,1.39426,3,2,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,30405,1.57981,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 3,First option's animation was smooth and not backwards unlike the last option.,2,stage2-rank3,2.46565,4,0,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,30405,2.90487,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 3,First option's animation was smooth and not backwards unlike the last option.,2,stage3-rank1,0.48871,1,1,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,30405,1.24883,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 2,First option was a perfect speed while the others were too fast. Last option had too much range between the lines.,3,stage1-rank1,0.11439,5,4,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,45522,0,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 2,First option was a perfect speed while the others were too fast. Last option had too much range between the lines.,3,stage2-rank1,0,4,3,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,45522,0.15487,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 2,First option was a perfect speed while the others were too fast. Last option had too much range between the lines.,3,stage2-rank2,0.41565,1,0,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,45522,0.85487,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 2,First option was a perfect speed while the others were too fast. Last option had too much range between the lines.,3,stage2-rank3,0.91565,3,2,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,45522,1.35487,FALSE
25-34,High school graduate (or equivalent),Others,no,Stimulus 2,First option was a perfect speed while the others were too fast. Last option had too much range between the lines.,3,stage3-rank1,0,2,1,cvRbkp8jZ8U36ib5f4lrLW8m0mL2,45522,0.69883,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 2,"Ideally, I'd like a smooth transition, and if not totally smooth, then one that segments quickly rather than multiple slower segments.",0,stage1-rank1,0.11439,1,0,cwgPxWiucJQymuiTqxCbFQrwyxq1,271509,0,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 2,"Ideally, I'd like a smooth transition, and if not totally smooth, then one that segments quickly rather than multiple slower segments.",0,stage2-rank1,0,2,2,cwgPxWiucJQymuiTqxCbFQrwyxq1,271509,0.15487,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 2,"Ideally, I'd like a smooth transition, and if not totally smooth, then one that segments quickly rather than multiple slower segments.",0,stage2-rank2,0.41565,4,1,cwgPxWiucJQymuiTqxCbFQrwyxq1,271509,0.85487,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 2,"Ideally, I'd like a smooth transition, and if not totally smooth, then one that segments quickly rather than multiple slower segments.",0,stage2-rank3,0.91565,5,4,cwgPxWiucJQymuiTqxCbFQrwyxq1,271509,1.35487,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 2,"Ideally, I'd like a smooth transition, and if not totally smooth, then one that segments quickly rather than multiple slower segments.",0,stage3-rank1,0,3,3,cwgPxWiucJQymuiTqxCbFQrwyxq1,271509,0.69883,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 3,"There should only be movements with the bars and letters at the same time, too many animations make it confusing.",1,stage1-rank1,0.36439,1,3,cwgPxWiucJQymuiTqxCbFQrwyxq1,2007108,0.04096,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 3,"There should only be movements with the bars and letters at the same time, too many animations make it confusing.",1,stage2-rank1,0.22139,2,4,cwgPxWiucJQymuiTqxCbFQrwyxq1,2007108,0.47506,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 3,"There should only be movements with the bars and letters at the same time, too many animations make it confusing.",1,stage2-rank2,1.39426,3,1,cwgPxWiucJQymuiTqxCbFQrwyxq1,2007108,1.57981,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 3,"There should only be movements with the bars and letters at the same time, too many animations make it confusing.",1,stage2-rank3,2.46565,4,2,cwgPxWiucJQymuiTqxCbFQrwyxq1,2007108,2.90487,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 3,"There should only be movements with the bars and letters at the same time, too many animations make it confusing.",1,stage3-rank1,0.48871,5,0,cwgPxWiucJQymuiTqxCbFQrwyxq1,2007108,1.24883,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 1,The graph should just zoom in in one fluid motion,2,stage1-rank1,0.11439,1,3,cwgPxWiucJQymuiTqxCbFQrwyxq1,80155,0,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 1,The graph should just zoom in in one fluid motion,2,stage2-rank1,0,2,2,cwgPxWiucJQymuiTqxCbFQrwyxq1,80155,0.15487,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 1,The graph should just zoom in in one fluid motion,2,stage2-rank2,0.41565,3,4,cwgPxWiucJQymuiTqxCbFQrwyxq1,80155,0.85487,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 1,The graph should just zoom in in one fluid motion,2,stage2-rank3,0.91565,5,1,cwgPxWiucJQymuiTqxCbFQrwyxq1,80155,1.35487,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 1,The graph should just zoom in in one fluid motion,2,stage3-rank1,0.08484,4,0,cwgPxWiucJQymuiTqxCbFQrwyxq1,80155,0.69883,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 4,"The animation should transition into the next graph style smoothly, rather than in steps.",3,stage1-rank1,1.01439,1,4,cwgPxWiucJQymuiTqxCbFQrwyxq1,79400,0.39096,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 4,"The animation should transition into the next graph style smoothly, rather than in steps.",3,stage2-rank1,0.74426,4,0,cwgPxWiucJQymuiTqxCbFQrwyxq1,79400,0.92981,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 4,"The animation should transition into the next graph style smoothly, rather than in steps.",3,stage2-rank2,1.11565,2,3,cwgPxWiucJQymuiTqxCbFQrwyxq1,79400,1.25487,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 4,"The animation should transition into the next graph style smoothly, rather than in steps.",3,stage2-rank3,1.64426,3,2,cwgPxWiucJQymuiTqxCbFQrwyxq1,79400,1.52981,FALSE
18-24,High school graduate (or equivalent),Female,no,Stimulus 4,"The animation should transition into the next graph style smoothly, rather than in steps.",3,stage3-rank1,0.87229,5,1,cwgPxWiucJQymuiTqxCbFQrwyxq1,79400,1.29883,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 2,I liked the charts the expanded slowly to the right. I did not like the charts the expanded over to the right and then up.,0,stage1-rank1,0.11439,2,4,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,175825,0,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 2,I liked the charts the expanded slowly to the right. I did not like the charts the expanded over to the right and then up.,0,stage2-rank1,0,1,1,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,175825,0.15487,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 2,I liked the charts the expanded slowly to the right. I did not like the charts the expanded over to the right and then up.,0,stage2-rank2,0.41565,4,0,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,175825,0.85487,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 2,I liked the charts the expanded slowly to the right. I did not like the charts the expanded over to the right and then up.,0,stage2-rank3,0.91565,3,3,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,175825,1.35487,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 2,I liked the charts the expanded slowly to the right. I did not like the charts the expanded over to the right and then up.,0,stage3-rank1,0,5,2,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,175825,0.69883,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 4,I like the first because it just melted away from bars into points that were even and didn't resize and slide. ,1,stage1-rank1,1.01439,1,0,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,91565,0.39096,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 4,I like the first because it just melted away from bars into points that were even and didn't resize and slide. ,1,stage2-rank1,0.74426,2,3,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,91565,0.92981,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 4,I like the first because it just melted away from bars into points that were even and didn't resize and slide. ,1,stage2-rank2,1.11565,3,1,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,91565,1.25487,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 4,I like the first because it just melted away from bars into points that were even and didn't resize and slide. ,1,stage2-rank3,1.64426,4,2,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,91565,1.52981,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 4,I like the first because it just melted away from bars into points that were even and didn't resize and slide. ,1,stage3-rank1,0.87229,5,4,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,91565,1.29883,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 3,I like the fist place chart because it moved slower giving me more time to understand perspective. The last place chart moved to fast around and the resized.,2,stage1-rank1,0.36439,1,2,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,85278,0.04096,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 3,I like the fist place chart because it moved slower giving me more time to understand perspective. The last place chart moved to fast around and the resized.,2,stage2-rank1,0.22139,3,4,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,85278,0.47506,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 3,I like the fist place chart because it moved slower giving me more time to understand perspective. The last place chart moved to fast around and the resized.,2,stage2-rank2,1.39426,4,0,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,85278,1.57981,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 3,I like the fist place chart because it moved slower giving me more time to understand perspective. The last place chart moved to fast around and the resized.,2,stage2-rank3,2.46565,5,1,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,85278,2.90487,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 3,I like the fist place chart because it moved slower giving me more time to understand perspective. The last place chart moved to fast around and the resized.,2,stage3-rank1,0.48871,2,3,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,85278,1.24883,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 1,I like first place because it move slower giving me more time to compare dots. I didn't like the last because it moved to fast and didn't give time to understand the price per foot as much as I wanted. ,3,stage1-rank1,0.11439,1,2,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,80857,0,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 1,I like first place because it move slower giving me more time to compare dots. I didn't like the last because it moved to fast and didn't give time to understand the price per foot as much as I wanted. ,3,stage2-rank1,0,3,0,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,80857,0.15487,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 1,I like first place because it move slower giving me more time to compare dots. I didn't like the last because it moved to fast and didn't give time to understand the price per foot as much as I wanted. ,3,stage2-rank2,0.41565,5,4,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,80857,0.85487,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 1,I like first place because it move slower giving me more time to compare dots. I didn't like the last because it moved to fast and didn't give time to understand the price per foot as much as I wanted. ,3,stage2-rank3,0.91565,2,1,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,80857,1.35487,FALSE
25-34,"Graduate (MS, PhD) or Professional degree",Male,no,Stimulus 1,I like first place because it move slower giving me more time to compare dots. I didn't like the last because it moved to fast and didn't give time to understand the price per foot as much as I wanted. ,3,stage3-rank1,0.08484,4,3,e4S3TuXXBzZ8QB6rkUqBxpr35zm2,80857,0.69883,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 1,"I think it's best when the plot points aren't mushed over to the side before being expanded out, it makes it look like it was an accident, and when the plot points just disappear instead of fading away, it looks worse too.",0,stage1-rank1,0.11439,1,3,eGwlyJRw9EMeay4sWjybEiDMnQq1,299083,0,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 1,"I think it's best when the plot points aren't mushed over to the side before being expanded out, it makes it look like it was an accident, and when the plot points just disappear instead of fading away, it looks worse too.",0,stage2-rank1,0,2,2,eGwlyJRw9EMeay4sWjybEiDMnQq1,299083,0.15487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 1,"I think it's best when the plot points aren't mushed over to the side before being expanded out, it makes it look like it was an accident, and when the plot points just disappear instead of fading away, it looks worse too.",0,stage2-rank2,0.41565,3,4,eGwlyJRw9EMeay4sWjybEiDMnQq1,299083,0.85487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 1,"I think it's best when the plot points aren't mushed over to the side before being expanded out, it makes it look like it was an accident, and when the plot points just disappear instead of fading away, it looks worse too.",0,stage2-rank3,0.91565,5,1,eGwlyJRw9EMeay4sWjybEiDMnQq1,299083,1.35487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 1,"I think it's best when the plot points aren't mushed over to the side before being expanded out, it makes it look like it was an accident, and when the plot points just disappear instead of fading away, it looks worse too.",0,stage3-rank1,0.08484,4,0,eGwlyJRw9EMeay4sWjybEiDMnQq1,299083,0.69883,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 2,"I think the 5th one, while it would be the most obvious to show each axis change, I think isn't necessary and looks ugly. I like the more important axis focus of the 1st one.",1,stage1-rank1,0.11439,3,0,eGwlyJRw9EMeay4sWjybEiDMnQq1,144599,0,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 2,"I think the 5th one, while it would be the most obvious to show each axis change, I think isn't necessary and looks ugly. I like the more important axis focus of the 1st one.",1,stage2-rank1,0,4,1,eGwlyJRw9EMeay4sWjybEiDMnQq1,144599,0.15487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 2,"I think the 5th one, while it would be the most obvious to show each axis change, I think isn't necessary and looks ugly. I like the more important axis focus of the 1st one.",1,stage2-rank2,0.41565,2,2,eGwlyJRw9EMeay4sWjybEiDMnQq1,144599,0.85487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 2,"I think the 5th one, while it would be the most obvious to show each axis change, I think isn't necessary and looks ugly. I like the more important axis focus of the 1st one.",1,stage2-rank3,0.91565,1,4,eGwlyJRw9EMeay4sWjybEiDMnQq1,144599,1.35487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 2,"I think the 5th one, while it would be the most obvious to show each axis change, I think isn't necessary and looks ugly. I like the more important axis focus of the 1st one.",1,stage3-rank1,0,5,3,eGwlyJRw9EMeay4sWjybEiDMnQq1,144599,0.69883,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 4,"I think it makes it too confusing when there is too much change from the first plot points to the bar graph, so when it shows the scale shifting it makes it look like the data itself changes, which is confusing.",2,stage1-rank1,1.01439,1,4,eGwlyJRw9EMeay4sWjybEiDMnQq1,137570,0.39096,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 4,"I think it makes it too confusing when there is too much change from the first plot points to the bar graph, so when it shows the scale shifting it makes it look like the data itself changes, which is confusing.",2,stage2-rank1,0.74426,2,2,eGwlyJRw9EMeay4sWjybEiDMnQq1,137570,0.92981,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 4,"I think it makes it too confusing when there is too much change from the first plot points to the bar graph, so when it shows the scale shifting it makes it look like the data itself changes, which is confusing.",2,stage2-rank2,1.11565,3,0,eGwlyJRw9EMeay4sWjybEiDMnQq1,137570,1.25487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 4,"I think it makes it too confusing when there is too much change from the first plot points to the bar graph, so when it shows the scale shifting it makes it look like the data itself changes, which is confusing.",2,stage2-rank3,1.64426,4,1,eGwlyJRw9EMeay4sWjybEiDMnQq1,137570,1.52981,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 4,"I think it makes it too confusing when there is too much change from the first plot points to the bar graph, so when it shows the scale shifting it makes it look like the data itself changes, which is confusing.",2,stage3-rank1,0.87229,5,3,eGwlyJRw9EMeay4sWjybEiDMnQq1,137570,1.29883,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 3,If there's too many changes in the transition it makes it head-spinny and hard to follow. So the smoothest must directly understandable transition is the 1st one.,3,stage1-rank1,0.36439,1,2,eGwlyJRw9EMeay4sWjybEiDMnQq1,102383,0.04096,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 3,If there's too many changes in the transition it makes it head-spinny and hard to follow. So the smoothest must directly understandable transition is the 1st one.,3,stage2-rank1,0.22139,2,4,eGwlyJRw9EMeay4sWjybEiDMnQq1,102383,0.47506,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 3,If there's too many changes in the transition it makes it head-spinny and hard to follow. So the smoothest must directly understandable transition is the 1st one.,3,stage2-rank2,1.39426,3,0,eGwlyJRw9EMeay4sWjybEiDMnQq1,102383,1.57981,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 3,If there's too many changes in the transition it makes it head-spinny and hard to follow. So the smoothest must directly understandable transition is the 1st one.,3,stage2-rank3,2.46565,4,1,eGwlyJRw9EMeay4sWjybEiDMnQq1,102383,2.90487,FALSE
25-34,Associate or Bachelors degree,Male,no,Stimulus 3,If there's too many changes in the transition it makes it head-spinny and hard to follow. So the smoothest must directly understandable transition is the 1st one.,3,stage3-rank1,0.48871,5,3,eGwlyJRw9EMeay4sWjybEiDMnQq1,102383,1.24883,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 2,In the best one the axis zoomed out to scale first before the lines continue to expand. In the worst one the lines stretched to fit the new expanded axis before fixing itself back to scale.,0,stage1-rank1,0.11439,4,0,gL4n9lPJMFMp9AX6hCRciH9dskX2,438203,0,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 2,In the best one the axis zoomed out to scale first before the lines continue to expand. In the worst one the lines stretched to fit the new expanded axis before fixing itself back to scale.,0,stage2-rank1,0,1,2,gL4n9lPJMFMp9AX6hCRciH9dskX2,438203,0.15487,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 2,In the best one the axis zoomed out to scale first before the lines continue to expand. In the worst one the lines stretched to fit the new expanded axis before fixing itself back to scale.,0,stage2-rank2,0.41565,5,4,gL4n9lPJMFMp9AX6hCRciH9dskX2,438203,0.85487,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 2,In the best one the axis zoomed out to scale first before the lines continue to expand. In the worst one the lines stretched to fit the new expanded axis before fixing itself back to scale.,0,stage2-rank3,0.91565,3,3,gL4n9lPJMFMp9AX6hCRciH9dskX2,438203,1.35487,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 2,In the best one the axis zoomed out to scale first before the lines continue to expand. In the worst one the lines stretched to fit the new expanded axis before fixing itself back to scale.,0,stage3-rank1,0,2,1,gL4n9lPJMFMp9AX6hCRciH9dskX2,438203,0.69883,FALSE
35-44,Associate or Bachelors degree,Male,no,Stimulus 3,The best one has the most seamless shift for the axis from start chart to end chart. The histogram shift was also smooth and felt natural. The worst one had this weird pause at the end when the axis label shifted that felt jarring.,1,stage1-rank1,0.36439,3,0,gL4n9lPJMFMp9AX6hCRciH9dskX2,333818,0.04096,FALSE
